player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Jordon Ibe,1995-12-08,26.43,2016-01-28,71.0,81.0,right,68.0,56.2,59.2,78.0,69.0,54.8,51.0,12.2
Jordon Mutch,1991-12-02,22.98,2016-01-07,71.0,74.0,right,75.0,64.2,73.6,71.2,74.4,69.8,65.3,11.2
Jordy Buijs,1988-12-28,23.22,2016-01-07,67.0,67.0,right,66.0,65.4,68.0,55.0,69.8,66.2,68.3,8.4
Jordy Clasie,1991-06-27,24.12,2016-01-14,77.0,80.0,right,71.0,56.0,76.2,75.4,69.8,76.0,66.0,10.6
Jore Trompet,1992-07-30,21.48,2016-01-28,63.0,67.0,right,57.0,53.4,55.8,67.2,64.2,60.4,57.3,10.2
Jores Okore,1992-08-11,23.87,2016-03-17,77.0,83.0,right,38.0,49.2,48.6,69.0,70.6,53.8,76.0,14.0
Jorge Fucile,1984-11-19,25.25,2016-05-05,73.0,73.0,right,44.0,54.8,66.8,69.8,64.2,64.6,74.7,11.0
Jorge Intima,1995-09-21,23.48,2016-02-04,57.0,69.0,right,50.0,44.6,46.6,68.2,57.4,44.2,19.3,11.8
Jorge Mere,1997-04-17,23.06,2016-04-21,72.0,84.0,right,27.0,44.8,44.2,71.4,57.6,50.2,75.0,10.8
Jorge Orti,1993-04-28,21.9,2016-05-05,62.0,70.0,right,61.0,56.2,62.2,68.6,60.0,54.6,35.3,12.4
Jorge Pulido,1991-04-08,22.69,2016-04-28,66.0,70.0,right,18.0,47.8,44.6,51.8,57.6,50.6,65.7,9.0
Jorge Teixeira,1986-08-27,24.65,2016-01-21,72.0,72.0,right,33.0,53.2,57.2,60.4,58.2,66.6,74.7,11.0
Joris Delle,1990-03-29,23.75,2016-03-31,70.0,72.0,left,8.0,12.8,15.2,45.4,36.0,22.4,11.0,69.4
Joris Gnagnon,1997-01-13,26.58,2016-04-28,59.0,75.0,right,26.0,38.2,30.8,54.2,55.6,41.4,61.0,9.2
Joris Steve Marveaux,1982-08-15,22.81,2016-03-10,71.0,71.0,right,66.0,54.6,58.2,61.0,67.8,68.2,72.7,9.0
Joris van Overeem,1994-07-01,21.9,2016-04-21,71.0,76.0,right,64.0,58.4,67.0,72.8,61.4,56.2,58.7,10.4
Jorrit Hendrix,1995-02-06,20.89,2016-02-25,75.0,82.0,left,57.0,61.4,63.6,73.0,69.4,67.8,69.7,10.6
Jos Hooiveld,1983-04-22,22.28,2016-06-16,71.0,71.0,left,51.0,51.6,50.6,45.2,57.0,58.4,71.3,9.0
Jose Angel Crespo,1987-02-09,21.56,2016-01-21,70.0,70.0,right,40.0,52.8,57.2,66.6,62.2,60.4,72.3,9.0
Jose Angel,1989-09-05,23.06,2016-04-07,71.0,72.0,left,57.0,57.2,66.8,70.6,65.4,61.2,72.3,12.8
Jose Bosingwa,1982-08-24,20.89,2016-03-17,71.0,71.0,right,58.0,63.4,68.6,71.8,65.4,67.0,70.0,12.8
Jose Campana,1993-05-31,23.39,2016-03-31,70.0,75.0,right,65.0,57.2,75.8,66.0,56.0,59.0,48.0,8.4
Jose Canas,1987-05-27,21.81,2016-03-03,77.0,77.0,right,58.0,48.2,59.4,67.4,67.2,68.6,75.7,11.0
Jose Carlos,1987-07-17,21.52,2016-03-17,69.0,69.0,left,71.0,67.8,76.2,68.2,55.2,56.6,32.3,9.4
Jose Dorado,1982-07-10,21.48,2016-03-17,74.0,74.0,left,20.0,53.2,47.8,60.0,49.2,52.2,76.3,12.8
Jose Enrique,1986-01-23,22.78,2016-01-28,73.0,73.0,left,54.0,61.2,68.4,70.6,68.2,68.0,75.7,14.8
Jose Fonte,1983-12-22,22.98,2016-03-10,81.0,81.0,right,29.0,50.0,48.4,62.2,56.6,61.4,84.3,10.0
Jose Gaya,1995-05-25,21.44,2016-04-21,80.0,85.0,left,59.0,67.4,72.6,84.2,67.2,68.8,79.3,10.6
Jose Gimenez,1995-01-20,23.22,2016-05-05,81.0,87.0,right,48.0,52.0,48.0,64.8,72.6,52.4,85.3,10.4
Jose Gustavo Sand,1980-07-17,23.6,2016-04-14,68.0,68.0,right,70.0,66.4,58.0,49.6,69.0,61.4,26.3,13.0
Jose Holebas,1984-06-27,23.6,2016-03-10,77.0,77.0,left,82.0,66.4,71.4,77.2,81.4,66.4,78.7,14.2
Jose Kante,1990-09-27,22.78,2016-04-14,64.0,68.0,left,58.0,58.2,58.4,69.6,59.4,49.4,20.0,11.4
Jose Luis Fernandez,1987-10-26,23.18,2016-05-26,71.0,71.0,left,74.0,62.2,69.0,79.6,70.8,64.8,36.3,11.2
Jose Luis Morales,1987-07-23,21.48,2016-02-04,77.0,77.0,right,80.0,65.4,75.8,77.2,69.6,66.2,48.3,12.8
Jose Manuel Jurado,1986-06-29,23.48,2016-04-28,75.0,75.0,right,84.0,68.6,78.6,75.2,67.2,59.6,24.0,10.4
Jose Maria Basanta,1984-04-03,22.08,2016-04-07,75.0,75.0,left,54.0,55.6,55.0,56.6,66.6,58.6,74.7,10.2
Jose Maria Callejon,1987-02-11,23.1,2016-05-05,81.0,81.0,right,80.0,73.8,69.4,83.8,73.8,62.8,30.0,9.8
Jose Matos,1995-05-06,23.49,2016-05-05,58.0,66.0,left,23.0,38.0,35.8,64.6,49.8,41.4,60.7,6.6
Jose Mauri,1996-05-16,22.4,2016-05-12,72.0,82.0,right,69.0,63.0,71.8,77.0,68.4,65.2,60.0,9.6
Jose Nadson,1984-10-18,23.12,2016-03-03,68.0,68.0,left,34.0,45.6,49.6,51.2,57.4,53.6,69.3,9.6
Jose Raul Baena,1989-03-02,24.97,2016-03-24,78.0,79.0,right,57.0,59.0,64.2,62.0,70.8,69.4,76.7,12.0
Jose Recio,1991-01-11,22.11,2016-01-21,76.0,80.0,right,72.0,62.4,73.4,65.0,69.6,70.0,68.0,10.4
Jose Rodriguez,1994-12-16,20.92,2016-04-07,74.0,79.0,right,66.0,62.6,70.8,72.6,66.0,68.4,62.7,10.6
Jose Sa,1993-01-17,22.76,2016-03-24,75.0,81.0,right,18.0,19.6,18.6,51.2,40.2,23.4,16.3,74.2
Jose Sosa,1985-06-19,23.71,2016-05-05,80.0,80.0,right,73.0,72.4,83.6,77.4,71.0,73.0,60.7,10.8
Jose Velazquez,1990-09-08,22.43,2016-04-14,69.0,71.0,right,22.0,64.0,50.2,64.0,50.6,54.4,67.3,10.8
Joseba Zaldua,1992-06-24,23.18,2016-03-03,72.0,78.0,right,40.0,51.6,52.2,71.6,57.0,53.8,72.0,11.6
Josef Martinez,1993-05-19,23.87,2016-04-28,73.0,79.0,right,60.0,61.6,66.6,84.4,66.8,54.2,13.7,12.0
Joselu,1990-03-27,21.42,2016-03-31,75.0,77.0,right,72.0,71.4,67.6,65.6,71.0,56.6,18.7,10.4
Josep Sene,1991-12-10,21.51,2016-01-07,69.0,75.0,right,59.0,59.4,66.0,61.8,53.4,61.2,48.7,12.0
Joseph Akpala,1986-08-24,23.62,2016-04-21,70.0,70.0,right,67.0,64.4,48.8,70.4,76.6,60.8,34.7,9.8
Joseph Bennett,1990-03-28,23.39,2016-06-09,68.0,69.0,left,28.0,50.4,58.6,69.8,59.6,59.8,71.0,9.8
Joseph Chalmers,1994-01-03,22.81,2016-01-14,54.0,61.0,right,22.0,40.4,47.2,53.0,56.8,41.6,61.3,10.2
Josh Law,1989-06-01,23.42,2016-06-02,61.0,62.0,right,42.0,42.4,50.4,66.2,49.2,51.6,62.0,10.6
Josh Magennis,1990-08-15,26.06,2016-04-21,63.0,66.0,right,56.0,58.6,50.4,64.2,71.8,57.8,48.7,11.8
Josh Meekings,1992-09-02,23.33,2016-01-14,67.0,72.0,right,25.0,40.8,37.8,62.0,59.0,45.2,67.3,11.0
Joshua Brenet,1994-03-20,22.73,2016-01-21,72.0,79.0,right,31.0,54.2,51.0,76.0,51.0,61.2,72.3,11.8
Joshua Brillante,1993-03-25,23.1,2016-03-17,63.0,70.0,right,65.0,50.0,53.4,66.8,68.6,55.0,63.0,10.4
Joshua Guilavogui,1990-09-19,21.83,2016-06-09,79.0,81.0,right,66.0,60.8,62.0,66.0,76.2,68.8,81.0,12.2
Joshua John,1988-10-01,20.53,2016-05-12,72.0,72.0,right,63.0,63.2,61.2,81.6,59.4,56.4,27.0,12.0
Joshua Kimmich,1995-02-08,22.74,2016-04-28,74.0,85.0,right,52.0,59.8,70.6,74.2,64.4,66.6,68.0,12.0
Joshua King,1992-01-15,22.73,2016-01-21,69.0,75.0,right,58.0,63.4,60.6,79.2,65.0,50.0,22.7,10.2
Joshua McEachran,1993-03-01,20.52,2016-05-12,71.0,76.0,left,69.0,60.8,68.0,76.8,63.6,61.8,63.3,11.4
Joshua Nadeau,1994-09-12,25.36,2016-03-17,57.0,66.0,right,30.0,39.0,35.6,57.6,49.0,48.8,66.7,12.2
Josip Drmic,1992-08-08,24.55,2016-02-18,77.0,82.0,right,73.0,73.4,69.8,77.2,72.0,63.2,34.7,10.0
Josip Ilicic,1988-01-29,21.75,2016-05-12,80.0,80.0,left,86.0,75.0,80.8,68.0,69.0,68.8,30.7,10.4
Josip Posavec,1996-03-10,22.62,2016-04-21,54.0,66.0,right,7.0,12.2,12.4,28.8,29.8,19.8,9.3,55.6
Josip Radosevic,1994-04-03,22.73,2016-02-04,65.0,73.0,right,43.0,50.6,56.0,63.4,63.0,59.4,63.0,10.0
Josue,1990-09-17,24.37,2016-04-21,74.0,77.0,left,79.0,67.8,76.0,73.2,70.4,72.2,43.7,13.2
Jota,1991-06-16,21.48,2016-06-16,70.0,74.0,left,69.0,57.4,71.2,71.2,63.8,52.8,18.7,11.0
Jovan Kostovski,1987-04-19,23.75,2016-03-24,66.0,66.0,right,65.0,58.8,41.4,54.2,67.4,54.2,16.0,13.8
Jozabed,1991-03-08,20.64,2016-04-28,71.0,75.0,right,67.0,58.2,64.0,62.2,67.4,64.2,68.3,9.6
Jozef Piacek,1983-06-20,24.71,2016-03-10,63.0,63.0,right,18.0,39.0,37.0,51.0,55.8,44.8,64.0,10.2
Jozo Simunovic,1994-08-04,22.37,2016-04-07,66.0,74.0,right,26.0,41.6,45.2,60.8,55.0,47.4,63.7,7.6
Jozy Altidore,1989-11-06,22.96,2016-03-03,74.0,76.0,right,70.0,64.2,66.4,66.2,76.8,64.2,29.0,12.6
Juan Agudelo,1992-11-23,23.88,2016-05-19,68.0,72.0,right,60.0,62.4,60.6,70.2,69.6,58.2,32.7,10.2
Juan Albin,1986-07-17,26.08,2016-04-28,72.0,72.0,left,73.0,61.0,73.0,71.0,71.8,59.8,40.0,9.8
Juan Camilo Zuniga,1985-12-14,24.18,2016-04-21,72.0,72.0,right,72.0,65.2,72.2,83.6,70.4,67.2,70.0,9.6
Juan Carlos Paredes,1987-07-08,22.81,2016-05-05,70.0,70.0,right,59.0,52.0,57.2,82.4,66.6,53.8,68.0,13.4
Juan Carlos Valeron,1975-06-17,22.16,2016-01-21,74.0,74.0,right,63.0,67.4,74.0,53.8,41.6,55.8,16.0,9.2
Juan Carlos,1990-03-30,22.81,2016-03-31,72.0,74.0,left,63.0,68.4,66.2,79.4,66.4,65.2,68.3,8.8
Juan Cuadrado,1988-05-26,22.53,2016-05-12,81.0,81.0,right,80.0,70.8,77.0,85.4,74.4,64.8,50.0,7.6
Juan Delgado,1993-03-05,22.53,2016-04-28,70.0,77.0,right,63.0,62.8,57.8,77.2,70.8,55.4,31.0,10.8
Juan Dominguez Lamas,1990-01-08,21.9,2016-05-12,72.0,74.0,right,63.0,55.8,69.8,66.0,65.6,67.2,67.0,10.6
Juan Falcon,1989-02-24,25.68,2016-05-05,67.0,68.0,right,67.0,59.0,49.0,66.2,66.4,58.0,19.0,10.0
Juan Forlin,1988-01-10,21.9,2016-01-14,73.0,73.0,right,12.0,55.4,55.6,66.0,61.2,59.0,74.3,8.8
Juan Gomez,1985-05-20,23.01,2016-05-12,73.0,73.0,right,60.0,70.0,66.0,78.4,70.8,57.4,25.0,9.6
Juan Lorca,1985-01-15,22.11,2016-04-28,65.0,65.0,left,64.0,62.2,56.0,65.2,67.8,49.2,14.3,10.0
Juan Manuel Iturbe,1993-06-04,21.46,2016-03-31,77.0,83.0,left,76.0,60.2,72.8,87.4,64.4,60.6,24.7,9.4
Juan Mata,1988-04-28,21.77,2016-03-24,83.0,83.0,left,72.0,76.0,83.2,81.4,67.4,68.8,24.7,9.2
Juan Munoz,1995-11-12,22.78,2016-04-14,72.0,81.0,right,66.0,62.2,51.4,69.8,68.2,54.0,15.7,9.6
Juan Pablo,1978-09-02,23.5,2016-01-14,66.0,66.0,right,19.0,17.4,17.8,56.6,46.6,29.0,11.7,67.2
Juan Quintero,1993-01-18,22.08,2016-04-28,78.0,83.0,left,77.0,66.0,82.4,80.0,61.8,58.4,23.3,11.8
Juan Rafael Fuentes,1990-01-05,22.1,2016-01-21,71.0,73.0,left,45.0,50.8,57.0,70.8,65.0,52.0,72.7,13.0
Juan Rodriguez,1982-04-01,23.22,2016-04-14,74.0,74.0,right,68.0,64.2,66.0,54.4,72.8,70.4,65.3,12.0
Juan Sanchez Mino,1990-01-01,24.68,2016-01-21,72.0,74.0,left,76.0,68.4,73.8,73.2,71.8,67.8,42.7,11.8
Juan Vargas,1983-10-05,23.71,2016-04-28,76.0,76.0,left,85.0,75.2,77.6,71.6,78.2,73.8,76.0,10.0
Juan,1991-06-10,24.14,2016-04-21,75.0,78.0,left,35.0,47.4,51.4,71.0,70.4,55.4,80.3,10.4
Juanfran Garcia,1976-07-15,23.33,2016-03-03,72.0,72.0,left,50.0,54.4,64.4,61.4,59.0,65.0,71.3,8.8
Juanfran,1988-09-11,22.81,2016-02-25,74.0,75.0,right,67.0,63.2,66.4,76.0,76.2,67.6,68.3,11.8
Juanjo,1985-10-28,22.6,2016-03-17,67.0,67.0,right,54.0,57.8,51.4,55.4,72.4,54.8,29.0,11.2
"Juanpi,20",1994-01-24,22.4,2016-03-03,75.0,85.0,left,72.0,61.6,74.8,75.4,63.4,59.0,39.3,9.2
Juanto,1992-02-11,22.81,2016-04-14,64.0,70.0,right,58.0,55.8,56.6,65.2,69.4,43.0,15.3,12.4
Jubal,1993-08-29,21.75,2016-04-14,67.0,73.0,right,25.0,38.6,35.8,55.6,54.4,48.2,70.7,10.4
Juergen Gjasula,1985-12-05,25.33,2016-05-12,69.0,69.0,right,67.0,65.0,72.8,65.8,68.0,63.0,36.0,11.6
Juhani Ojala,1989-06-19,23.37,2016-06-23,66.0,67.0,right,27.0,43.2,40.8,54.2,53.6,49.2,64.7,9.2
Jukka Raitala,1988-09-15,23.43,2016-03-10,65.0,66.0,left,36.0,48.2,51.6,65.4,65.0,57.2,66.7,10.2
Julen Etxabeguren,1991-03-07,23.5,2016-03-10,55.0,59.0,right,25.0,30.8,28.6,52.0,51.0,33.4,62.7,10.2
Julian Baumgartlinger,1988-01-02,24.55,2016-03-10,77.0,77.0,right,39.0,59.6,61.0,69.8,72.2,69.2,76.7,11.0
Julian Brandt,1996-05-02,24.55,2016-05-05,76.0,88.0,right,70.0,65.4,67.4,77.0,66.8,54.6,23.0,11.0
Julian de Guzman,1981-03-25,23.49,2016-04-07,64.0,64.0,right,59.0,55.2,63.8,66.6,60.0,64.2,61.0,11.0
Julian Draxler,1993-09-20,21.18,2016-03-17,82.0,85.0,right,85.0,77.0,79.4,79.2,76.2,61.4,28.7,10.0
Julian Green,1995-06-06,23.42,2016-04-21,67.0,74.0,right,60.0,62.0,59.6,75.0,57.2,45.6,23.3,10.6
Julian Jenner,1984-02-28,20.67,2016-01-14,63.0,63.0,right,65.0,59.8,61.2,66.2,59.8,52.4,25.0,12.4
Julian Koch,1990-11-11,23.6,2016-04-28,69.0,72.0,right,51.0,56.2,58.6,66.4,71.0,64.4,70.7,10.8
Julian Korb,1992-03-21,21.81,2016-01-14,75.0,77.0,right,40.0,56.4,67.0,75.8,62.0,64.2,78.7,12.2
Julian Lelieveld,1997-07-09,21.52,2016-05-05,61.0,75.0,right,32.0,46.2,52.2,62.6,52.4,46.6,63.7,11.6
Julian Michel,1992-02-19,20.92,2016-03-31,69.0,72.0,left,72.0,62.4,72.4,63.2,62.8,65.0,54.3,12.4
Julian Ramos Omar,1988-01-26,21.12,2016-03-10,69.0,69.0,left,60.0,55.0,70.4,79.2,61.0,51.4,31.3,11.8
Julian Schieber,1989-02-13,24.14,2016-04-07,74.0,75.0,left,69.0,70.2,60.4,65.0,77.0,59.2,22.3,11.0
Julian Schuster,1985-04-15,21.5,2016-04-07,70.0,70.0,right,66.0,61.0,68.6,51.6,65.6,67.2,67.3,10.2
Julian Speroni,1979-05-18,25.33,2016-02-04,76.0,76.0,right,12.0,14.6,16.8,53.0,37.2,24.4,13.0,75.8
Julian Weigl,1995-09-08,20.71,2016-05-05,75.0,84.0,right,55.0,60.2,64.2,72.0,61.4,64.2,67.3,10.8
Julian-Maurice Derstroff,1992-01-05,22.38,2016-05-12,64.0,69.0,left,61.0,62.0,57.4,71.6,60.6,51.2,17.0,11.2
Julian,1991-03-28,24.78,2016-03-31,73.0,77.0,right,10.0,19.8,18.6,45.2,38.6,21.0,12.0,74.2
Julien Cardy,1981-09-29,23.18,2016-03-10,64.0,64.0,right,44.0,58.2,69.0,55.6,56.0,61.2,56.3,10.8
Julien De Sart,1994-12-23,20.41,2016-02-11,70.0,78.0,right,72.0,64.8,67.6,66.0,71.6,63.4,67.3,10.8
Julien Faubert,1983-08-01,23.01,2016-04-28,71.0,71.0,right,64.0,62.6,65.8,73.0,72.2,66.8,70.3,10.2
Julien Faussurier,1987-01-14,23.42,2016-04-07,68.0,68.0,right,54.0,59.0,56.4,68.8,69.2,66.0,66.0,10.0
Julien Feret,1982-07-05,21.57,2016-04-21,74.0,74.0,right,75.0,71.6,73.8,67.0,71.0,68.6,52.0,12.2
Julien Palmieri,1986-12-07,22.87,2016-04-07,74.0,74.0,left,58.0,64.6,71.4,79.8,64.6,70.8,74.3,9.6
Julien Romain,1996-02-23,21.48,2016-03-31,64.0,70.0,right,58.0,55.8,61.8,65.4,52.4,51.2,42.0,11.2
Julien Toudic,1985-12-19,22.81,2016-04-14,65.0,65.0,right,60.0,64.8,50.4,72.4,65.2,49.8,27.7,12.0
Julien Vercauteren,1993-01-12,22.87,2016-04-28,65.0,69.0,left,57.0,57.8,65.8,71.4,54.0,54.8,40.7,12.0
Julio Alvarez,1981-05-01,21.9,2016-01-14,69.0,69.0,right,74.0,62.8,73.2,65.8,59.0,62.8,29.3,10.4
Julio Baptista,1981-10-01,25.07,2016-05-05,71.0,71.0,right,76.0,68.6,71.0,59.4,74.2,62.6,34.7,10.6
Jung-Bin Park,1994-02-22,23.39,2016-05-19,60.0,68.0,right,54.0,57.4,59.0,69.4,53.2,49.4,38.7,9.8
Juninho Bacuna,1997-08-07,21.77,2016-03-24,64.0,76.0,right,45.0,60.0,55.6,68.4,60.2,58.6,50.7,9.8
Junior Caicara,1989-04-27,23.42,2016-04-28,75.0,76.0,right,67.0,57.2,74.0,81.8,68.2,70.0,76.7,14.6
Junior Diaz,1983-09-12,22.16,2016-04-28,70.0,70.0,left,57.0,62.4,64.2,68.2,66.8,64.4,70.3,11.4
Junior Hoilett,1990-06-05,23.42,2016-06-16,72.0,74.0,right,72.0,65.2,68.0,82.4,69.0,62.4,22.7,10.0
Junior Oto'o Zue,1994-05-23,21.56,2016-01-21,68.0,74.0,right,23.0,44.8,53.4,70.8,55.6,47.0,68.3,11.6
Junior Stanislas,1989-11-26,22.78,2016-03-10,69.0,71.0,right,63.0,59.8,68.0,73.2,62.0,54.8,24.0,8.0
Junmin Hao,1987-03-24,22.73,2016-02-18,67.0,67.0,right,59.0,55.0,66.4,71.4,64.8,65.4,67.7,12.2
Juraj Kucka,1987-02-26,24.41,2016-05-12,77.0,77.0,right,78.0,71.0,73.0,68.4,83.8,75.4,72.0,10.8
Jurgen Locadia,1993-11-07,21.75,2016-02-25,75.0,80.0,right,76.0,69.4,63.6,70.4,71.6,60.6,31.7,9.6
Jussi Jaaskelainen,1975-04-19,22.0,2016-04-07,69.0,69.0,right,12.0,14.0,17.8,38.6,38.4,20.0,12.3,69.6
Justin Hoogma,1998-06-11,19.39,2016-04-07,59.0,74.0,left,24.0,34.2,34.8,55.2,50.2,45.2,62.7,10.8
Justin Hoyte,1984-11-20,20.92,2016-03-17,63.0,63.0,right,25.0,46.0,42.2,65.4,55.0,49.4,62.7,12.0
Justin Johnson,1996-08-27,24.12,2016-01-28,58.0,72.0,right,58.0,46.4,50.8,69.0,55.0,40.4,28.7,11.2
Juwon Oshaniwa,1990-09-14,22.38,2016-03-10,59.0,63.0,left,25.0,42.0,44.6,72.8,60.0,43.0,55.7,12.8
Kaan Ayhan,1994-11-10,24.41,2016-04-28,71.0,80.0,right,63.0,56.4,71.2,66.8,73.6,57.4,72.3,11.6
Kader Mangane,1983-03-23,24.1,2016-02-25,74.0,74.0,right,61.0,57.4,55.6,42.6,73.6,62.0,72.3,11.4
Kagisho Dikgacoi,1984-11-24,24.28,2016-04-28,65.0,65.0,right,58.0,61.4,57.4,59.6,68.6,61.6,66.0,9.6
Kai Herdling,1984-06-27,23.71,2016-01-28,67.0,67.0,right,72.0,65.8,66.4,65.6,68.0,56.8,25.0,11.4
Kaka,1982-04-22,24.14,2016-02-18,81.0,81.0,right,80.0,75.0,78.6,69.2,68.2,67.2,25.3,3.8
Kalidou Koulibaly,1991-06-20,23.24,2016-03-10,80.0,83.0,right,15.0,39.2,43.0,65.2,63.2,51.4,82.0,8.6
Kalifa Coulibaly,1991-08-21,21.15,2016-05-19,69.0,73.0,right,61.0,66.8,51.8,59.2,66.8,50.6,27.3,11.0
Kallum Higginbotham,1989-06-15,21.52,2016-06-16,68.0,69.0,right,61.0,60.4,63.0,70.0,58.8,59.0,13.3,13.0
Kalu Uche,1982-11-15,24.97,2016-01-07,72.0,72.0,right,60.0,66.8,60.8,77.8,74.6,58.6,32.0,11.0
Kamil Bilinski,1988-01-23,23.71,2016-04-28,67.0,67.0,right,62.0,62.4,57.6,69.2,68.4,51.6,18.3,12.2
Kamil Dankowski,1996-07-22,21.24,2016-03-03,57.0,67.0,right,38.0,48.0,52.0,69.4,52.6,44.8,41.3,9.8
Kamil Glik,1988-02-03,22.0,2016-03-17,82.0,82.0,right,20.0,40.4,46.0,57.6,62.6,51.6,84.7,9.4
Kamil Grosicki,1988-06-08,23.99,2016-06-16,75.0,75.0,right,74.0,71.6,67.4,78.6,68.2,61.0,21.3,13.2
Kamil Jozwiak,1998-04-22,22.74,2016-04-28,56.0,75.0,right,34.0,45.0,49.2,68.4,52.2,47.4,31.0,10.8
Kamil Kurowski,1994-09-05,23.42,2016-04-07,72.0,79.0,left,72.0,68.4,73.4,76.4,73.0,60.2,60.7,12.2
Kamil Mazek,1994-07-22,21.12,2016-04-21,64.0,72.0,left,52.0,52.2,53.6,78.8,59.0,45.0,23.0,11.0
Kamil Sylwestrzak,1988-07-16,21.57,2016-01-28,67.0,68.0,left,29.0,56.0,51.0,68.8,62.4,49.8,71.0,9.8
Kamil Vacek,1987-05-18,22.78,2016-04-21,72.0,72.0,right,74.0,64.8,67.4,70.4,69.8,69.4,63.7,8.2
Kamil Wilczek,1988-01-14,23.62,2016-01-28,70.0,70.0,left,63.0,67.2,60.6,67.0,68.6,61.0,25.7,9.8
Kamil Wlodyka,1994-10-11,21.48,2016-03-03,62.0,65.0,right,60.0,54.0,59.2,68.2,61.2,51.6,52.7,11.4
Kamohelo Mokotjo,1991-03-11,25.22,2016-03-24,73.0,76.0,right,59.0,58.0,63.8,75.0,68.8,66.4,65.7,11.2
Kane Hemmings,1992-04-08,22.69,2016-04-28,65.0,70.0,right,61.0,53.6,48.0,60.0,66.6,49.2,16.0,11.2
Kara Mbodji,1989-11-11,23.61,2016-05-19,74.0,76.0,right,58.0,55.8,57.8,62.2,77.0,61.2,72.3,11.0
Karel D'Haene,1980-09-05,23.33,2016-03-24,67.0,67.0,right,37.0,49.8,50.2,47.4,56.4,54.2,68.3,11.8
Karel Geraerts,1982-01-05,24.55,2016-04-28,67.0,67.0,right,67.0,64.2,58.0,55.8,69.8,70.6,63.0,12.6
Kari Arnason,1982-10-13,21.75,2016-06-23,68.0,68.0,right,53.0,51.8,53.4,45.2,68.4,62.0,62.3,11.4
Karim Azamoum,1990-01-17,23.39,2016-04-21,64.0,65.0,right,59.0,54.6,64.8,69.4,60.6,59.2,46.7,10.4
Karim Bellarabi,1990-04-08,23.87,2016-04-28,82.0,84.0,right,77.0,70.6,73.0,85.4,74.6,60.4,30.3,10.0
Karim El Ahmadi,1985-01-27,22.69,2016-02-04,75.0,75.0,right,63.0,63.0,70.0,71.6,69.2,71.0,59.0,12.2
Karim Essikal,1996-02-08,22.78,2016-04-28,65.0,75.0,right,39.0,47.4,51.0,59.8,58.4,54.0,66.0,12.2
Karim Guede,1985-01-07,25.36,2016-04-21,65.0,65.0,right,59.0,60.0,49.6,55.4,71.4,65.6,55.3,7.8
Karim Haggui,1984-01-20,23.75,2016-04-28,71.0,71.0,right,34.0,46.8,46.8,47.0,58.4,50.8,71.3,11.4
Karim Laribi,1991-04-20,21.86,2016-05-05,69.0,73.0,left,64.0,57.2,65.8,77.6,61.0,52.4,27.3,11.4
Karim Matmour,1985-06-25,23.01,2016-03-31,70.0,70.0,right,66.0,65.8,64.8,72.6,63.4,51.0,25.3,12.8
Karim Onisiwo,1992-03-17,21.57,2016-03-17,68.0,74.0,right,58.0,62.0,64.8,69.2,65.0,54.8,23.0,11.6
Karim Rekik,1994-12-02,22.69,2016-04-21,72.0,77.0,left,31.0,51.6,51.4,66.2,62.0,53.4,72.3,11.0
Karim Rossi,1994-05-01,22.08,2016-02-04,62.0,72.0,right,61.0,57.8,56.0,65.8,64.0,50.2,17.3,11.4
Karim Tarfi,1993-07-05,24.18,2016-04-07,66.0,72.0,right,76.0,56.4,70.4,69.0,72.2,60.8,59.0,10.6
Karl Darlow,1990-10-08,22.96,2016-05-05,68.0,72.0,right,11.0,17.0,20.4,60.6,38.6,22.2,12.7,67.6
Karl Henry,1982-11-26,23.22,2016-04-21,71.0,71.0,right,64.0,57.2,59.0,58.0,72.2,64.0,72.3,12.2
Karl-Johan Johnsson,1990-01-28,23.75,2016-01-28,69.0,71.0,right,13.0,17.6,19.8,48.0,42.0,27.4,12.3,70.2
Karl,1993-04-07,22.11,2016-02-04,63.0,71.0,right,35.0,51.8,53.8,57.8,61.0,49.8,66.7,9.2
Karol Linetty,1995-02-02,24.07,2016-04-28,73.0,83.0,right,61.0,56.8,59.4,75.0,74.4,69.6,68.7,10.4
Karol Swiderski,1997-01-23,22.11,2016-05-12,57.0,67.0,left,60.0,53.0,52.8,65.6,60.0,49.0,17.0,11.2
Kasper Haemaelaeinen,1986-08-08,21.83,2016-04-21,71.0,71.0,right,69.0,68.4,59.8,71.4,70.8,62.4,50.3,11.0
Kasper Kusk,1991-11-10,20.64,2016-05-12,72.0,78.0,left,72.0,62.6,71.0,76.4,69.6,56.6,28.3,12.2
Kasper Larsen,1993-01-25,22.0,2016-02-18,65.0,72.0,right,29.0,41.2,37.0,57.4,57.6,42.0,67.3,11.6
Kasper Schmeichel,1986-11-05,22.16,2016-05-12,78.0,78.0,right,14.0,16.4,16.4,61.6,41.4,30.4,13.7,79.8
Kassim Abdallah,1987-04-09,23.22,2016-02-18,66.0,66.0,right,22.0,43.6,44.2,64.6,57.8,51.8,67.3,12.0
Kay Voser,1987-01-04,22.45,2016-03-10,69.0,69.0,right,53.0,56.2,61.4,71.0,65.8,61.8,70.3,9.0
Kebba Ceesay,1987-11-14,23.99,2016-04-28,68.0,68.0,right,52.0,56.4,53.4,74.8,68.4,61.4,66.3,14.8
